延宝5,1677,3,18,多賀丸様御祐筆之事,藩主家,家中,,,,無,勝仙院僧正,,,,,,,,26,,2333680.5
延宝5,1677,4,1,左膳様御側西川平右衛門被仰付候事,藩主家,家中,,,,無,鍋島左膳,,,,,,,,27,,2333693.5
延宝5,1677,4,5,鍋島淡路殿三十三年回御名代事,冠婚葬祭,,,,,無,鍋島茂宗,,,,,,,,28,,2333697.5
延宝5,1677,5,14,筑前松平右衛門佐殿御惣領ニ黒田宮内殿被為成候付御祝義御使者之事,他藩,,,,,無,黒田綱政（長寛）,黒田光之,,,,,,,29,,2333736.5
延宝5,1677,5,8,妙法院様御死去之事,冠婚葬祭,,,,,無,,,,,,,,,30,,2333730.5
延宝5,1677,5,14,右御中陰御名代之事,冠婚葬祭,,,,,無,,,,,,,,,31,,2333736.5
延宝5,1677,5,17,筑前え御進物品々之事,他藩,,,,,無,黒田綱政（長寛）,黒田光之,,,,,,,32,,2333739.5
延宝5,1677,5,29,山御目付并大山留賄夫丸之事,山林,支配,,,,無,,,,,,,,,33,,2333751.5
延宝5,1677,6,7,元武公御前髪執ニ付御祝義御家中惣代之事,藩主家,家中,,,,無,鍋島元武,,,,,,,,34,,2333758.5
延宝5,1677,6,5,大旱ニ付数日太儀仕候侍衆小頭へさうめん・冷飯・御酒拝領之事,家中,賞罰,,,,無,,,,,,,,,35,,2333756.5
延宝5,1677,6,5,元武公御元服ニ付とゝきかはた座頭共へ銭拝領之事,藩主家,賞罰,,,,無,鍋島元武,,,,,,,,36,,2333756.5
延宝5,1677,6,18,下代小川清五左衛門銀子拝領之事,家中,賞罰,,,,無,,,,,,,,,37,,2333769.5
延宝5,1677,6,21,玄海様十三回御法事事,冠婚葬祭,,,,,無,鍋島直治,,,,,,,,38,,2333772.5
延宝5,1677,6,26,直能公就御病気御祈祷之事,藩主家,寺社,,,,無,鍋島直能,,,,,,,,39,,2333777.5
延宝5,1677,6,26,右就御病気侍中ゟ御祈祷事,藩主家,家中,寺社,,,無,鍋島直能,,,,,,,,40,,2333777.5
延宝5,1677,6,30,右御祈祷之供物江戸被差登候事,寺社,家中,藩主家,,,無,鍋島直能,,,,,,,,41,,2333781.5
延宝5,1677,6,26,千鶴様御事従丹州様お吉良様ト被進候事,藩主家,,,,,無,三浦明敬妻,鍋島光茂,,,,,,,42,,2333777.5
延宝5,1677,6,29,お吉良様長門殿宅へ御料理御越事,藩主家,,,,,無,三浦明敬妻,,,,,,,,43,,2333780.5
延宝5,1677,6,29,於桜岡おさんとの出産之事,藩主家,,,,,無,,,,,,,,,44,,2333780.5
延宝5,1677,6,29,右御死体故円通寺へ御葬之事,藩主家,寺社,冠婚葬祭,,,無,,,,,,,,,45,,2333780.5
延宝5,1677,7,3,おゆふ様御驚風御卒去之事,藩主家,,,,,無,,,,,,,,,46,,2333784.5
延宝5,1677,7,3,右御亡者様三岳寺え御納被成候事,藩主家,寺社,冠婚葬祭,,,無,,,,,,,,,47,,2333784.5
延宝5,1677,7,7,盛徳院様十七年回御代香事,冠婚葬祭,,,,,無,鍋島直弘,,,,,,,,48,,2333788.5
延宝5,1677,7,7,円明院様御前え御とうろ被相進候事,冠婚葬祭,寺社,,,,無,鍋島光茂女,,,,,,,,49,,2333788.5
延宝5,1677,7,9,おふり様御卒去之事,藩主家,,,,,無,,,,,,,,,50,,2333790.5
延宝5,1677,7,9,右御中陰御代香之事,冠婚葬祭,藩主家,,,,無,,,,,,,,,51,,2333790.5
延宝5,1677,7,9,右ニ付おきく様え同断之事,冠婚葬祭,藩主家,,,,無,,,,,,,,,52,,2333790.5
延宝5,1677,7,13,川原小路お添藤左衛門居屋敷石田弥兵衛え売渡之事,家中,城下,,,,無,,,,,,,,,53,,2333794.5
延宝5,1677,7,16,左膳様御厄扨又御星違ニ御祈祷三岳寺へ被仰付候事,藩主家,寺社,,,,無,鍋島左膳,,,,,,,,54,,2333797.5
延宝5,1677,7,17,（諫早）長寿院様十七年回之事,冠婚葬祭,,,,,無,諫早直孝後妻,,,,,,,,55,,2333798.5
延宝5,1677,7,17,右ニ付就亨院え直能公御名代之事,冠婚葬祭,藩主家,寺社,,,無,鍋島直能,諫早直孝後妻,,,,,,,56,,2333798.5
延宝5,1677,7,19,鬼丸小路岡平蔵居屋敷仁戸田市兵衛え売渡之事,家中,城下,,,,無,,,,,,,,,57,,2333800.5
延宝5,1677,7,26,自性院様御法事ニ付お吉良様御名代之事,冠婚葬祭,藩主家,,,,無,三浦明敬妻,,,,,,,,58,,2333807.5
延宝5,1677,7,28,おきら様御上府御外科牟田素益被仰付候事,藩主家,家中,江戸,,,無,三浦明敬妻,,,,,,,,59,,2333809.5
延宝5,1677,7,28,お春様御事伊東雲州え御縁組済ニ付直能公ゟ御祝義御飛札之事,藩主家,冠婚葬祭,,,,無,鍋島直能,伊東祐実妻,伊東祐実,,,,,,60,,2333809.5
延宝5,1677,7,28,右御縁辺ニ付此御方御家中御祝義事,冠婚葬祭,藩主家,家中,,,無,伊東祐実妻,伊東祐実,,,,,,,61,,2333809.5
延宝5,1677,8,8,西村長兵衛組足軽福田久兵衛江戸ゟ飛脚かせぎ罷着候付青銅拝領事,家中,,,,,無,,,,,,,,,62,,2333818.5
延宝5,1677,8,10,山城殿奥方一周忌直能公御名代事,冠婚葬祭,藩主家,佐賀藩,,,無,鍋島直堯（白石）,鍋島直能,,,,,,,63,,2333820.5
延宝5,1677,8,10,右ニ付お吉良様御名代事,冠婚葬祭,藩主家,,,,無,三浦明敬妻,,,,,,,,64,,2333820.5
延宝5,1677,8,13,円明院様御一周忌之事,冠婚葬祭,,,,,無,鍋島光茂女,,,,,,,,65,,2333823.5
延宝5,1677,8,13,右就御法事お吉良様高伝寺へ御堂参被成候事,冠婚葬祭,藩主家,,,,無,三浦明敬妻,,,,,,,,66,,2333823.5
延宝5,1677,8,4,お吉良様御上府為御首途三社御参詣事,藩主家,江戸,寺社,,,無,三浦明敬妻,,,,,,,,67,,2333814.5
延宝5,1677,8,4,右御供女中上下廿弐人被召連候事,藩主家,江戸,寺社,,,無,三浦明敬妻,,,,,,,,68,,2333814.5
延宝5,1677,9,28,右女中切手乞筈之事,藩主家,江戸,寺社,,,無,三浦明敬妻,,,,,,,,69,,2333868.5
延宝5,1677,9,1,小城御私領かり締切手之事,狩猟,,,,,無,,,,,,,,,70,,2333841.5
延宝5,1677,9,1,お吉良様為御上府御発駕之事,江戸,藩主家,,,,無,三浦明敬妻,,,,,,,,71,,2333841.5
延宝5,1677,9,5,従御同人様丹州様へ御祝物等之義ニ付江副八兵衛え手紙之事,佐賀藩,藩主家,家中,,,無,鍋島光茂,,,,,,,,72,,2333845.5
延宝5,1677,9,6,高源院様十七年回御法事ニ付おきら様御名代之事,冠婚葬祭,藩主家,,,,無,三浦明敬妻,鍋島勝茂後妻,,,,,,,73,,2333846.5
延宝5,1677,9,6,右御法事ニ付此御方御家中堂参事,冠婚葬祭,家中,,,,無,鍋島勝茂後妻,,,,,,,,74,,2333846.5
延宝5,1677,9,22,芦買料にして被差遣候事,農村,経済,,,,無,,,,,,,,,75,,2333862.5
延宝5,1677,9,26,山代浦崎御関所番村川市郎右衛門組足軽深町平左衛門同所下目付被仰付候事,,家中,,,,無,,,,,,,,,76,,2333866.5
延宝5,1677,10,2,御家中借銀取納役持永杢之進被仰付候事,,家中,経済,,,無,,,,,,,,,77,,2333872.5
延宝5,1677,10,2,右手代土井総左衛門被仰付候事,,家中,経済,,,無,,,,,,,,,78,,2333872.5
延宝5,1677,10,6,高島御番罷越候節所々点合所事,長崎,,,,,無,,,,,,,,,79,,2333876.5
延宝5,1677,10,6,長崎御非番年之義点合所之事,長崎,,,,,無,,,,,,,,,80,,2333876.5
延宝5,1677,11,1,水尾五右衛門数十年役義ニ付銀拝領事,家中,賞罰,,,,無,,,,,,,,,81,,2333900.5
延宝5,1677,11,1,西明寺庄左衛門義五右衛門手代数年相勤候付銀子拝領之事,家中,賞罰,,,,無,,,,,,,,,82,,2333900.5
延宝5,1677,11,1,松岡安右衛門付衆物書三石御加米被下候事,家中,賞罰,,,,無,,,,,,,,,83,,2333900.5
延宝5,1677,11,1,冨岡弥一左衛門組久兵衛へ仰渡之事,家中,,,,,無,,,,,,,,,84,,2333900.5
延宝5,1677,11,26,浦崎御番添町平五左衛門移夫之事,家中,,,,,無,,,,,,,,,85,,2333925.5
延宝5,1677,12,3,新小物成算用役西川弥七兵衛被仰付候事,家中,,,,,無,,,,,,,,,86,,2333932.5
延宝5,1677,12,5,増岡内蔵允浦崎御番被仰付候事,家中,,,,,無,,,,,,,,,87,,2333934.5
延宝5,1677,12,5,大石次郎左衛門無津呂同断之事,家中,,,,,無,,,,,,,,,88,,2333934.5
延宝5,1677,12,7,山田宗有屋敷山城殿内大坪藤五左衛門へ売渡之事,家中,城下,,,,無,鍋島直堯（白石）,,,,,,,,89,,2333936.5
延宝5,1677,12,7,陽泰院様五十年御法事ニ付御追腹子孫へ二御丸ゟ銀子拝領之事,冠婚葬祭,家中,賞罰,藩主家,,無,鍋島直茂妻,,,,,,,,90,,2333936.5
延宝5,1677,12,7,右御追腹子孫左之通事　馬渡三郎左衛門筋目馬渡清左衛門　中原嘉兵衛筋目中原嘉左衛門　馬々崎吉左衛門筋目馬場崎安兵衛,冠婚葬祭,家中,賞罰,藩主家,,無,鍋島直茂妻,,,,,,,,91,,2333936.5
延宝5,1677,閏12,8,綱茂公十一月廿八日御暇之事,佐賀藩,参勤,,,,無,鍋島綱茂,,,,,,,,92,,2333966.5
延宝5,1677,閏12,8,同卅日江府御発駕之事,佐賀藩,参勤,,,,無,鍋島綱茂,,,,,,,,93,,2333966.5
延宝5,1677,閏12,8,同閏十二月十五日巳上刻御着城事,佐賀藩,参勤,,,,無,鍋島綱茂,,,,,,,,94,,2333966.5
延宝5,1677,閏12,15,右ニ付此御方御家中頭々御目見事,佐賀藩,参勤,家中,,,無,鍋島綱茂,,,,,,,,95,,2333973.5
延宝5,1677,閏12,19,村川三四郎被官命被相助候段二御丸ゟ相達之事,賞罰,家中,,,,無,,,,,,,,,96,,2333977.5
延宝5,1677,閏12,19,実相院へ御祈祷料銀之事,寺社,,,,,無,,,,,,,,,97,,2333977.5
延宝5,1677,閏12,19,久保田三学寺へ右同断事,寺社,,,,,無,,,,,,,,,98,,2333977.5
延宝5,1677,閏12,19,徳普院へ年越之事,寺社,,,,,無,,,,,,,,,99,,2333977.5
延宝5,1677,閏12,19,梅林寺え御立願料之事,寺社,,,,,無,,,,,,,,,100,,2333977.5
延宝5,1677,閏12,26,冨岡弥一左衛門組久兵衛閉戸御免事,賞罰,家中,,,,無,,,,,,,,,101,,2333984.5
延宝6,1678,1,28,北浦村岩蔵村しゝ当ニ付花火相願申候処被差免候事,農村,狩猟,,,,無,,,,,,,,,102,,2334015.5
延宝6,1678,2,2,桜岡御玄関去冬成就之事,普請,,,,,無,,,,,,,,,103,,2334019.5
延宝6,1678,2,2,同所御式台被相立候付奉行松田平右衛門へ被仰付願ニ付悴七右衛門手代被仰付候事,普請,家中,,,,無,,,,,,,,,104,,2334019.5
延宝6,1678,2,9,岩蔵寺客殿修理ニ付御加勢夫丸事,普請,寺社,支配,,,無,,,,,,,,,105,,2334026.5
延宝6,1678,2,27,深町八郎兵衛江戸鎖口詰被仰付候事,家中,江戸,,,,無,,,,,,,,,106,,2334044.5
延宝6,1678,2,29,元武公御かごの者幸右衛門壱石御増事,藩主家,家中,賞罰,,,無,鍋島元武,,,,,,,,107,,2334046.5
延宝6,1678,3,4,石井太左衛門五石御加増之事,家中,賞罰,,,,無,,,,,,,,,108,,2334050.5
延宝6,1678,3,10,直能公御厄年ニ付於岩蔵寺御祈祷事,藩主家,寺社,,,,無,鍋島直能,,,,,,,,109,,2334056.5
延宝6,1678,3,14,高島御番成冨又之允被仰付候事,長崎,家中,,,,無,,,,,,,,,110,,2334060.5
延宝6,1678,3,14,高島番足軽十人被仰付候名前事,長崎,家中,,,,無,,,,,,,,,111,,2334060.5
延宝6,1678,3,14,おきく様御婚礼正月廿九日被相済候事,藩主家,冠婚葬祭,,,,無,,,,,,,,,112,,2334060.5
延宝6,1678,3,14,右就御祝言御家中惣代藤山内記罷越候此節御家中進上物之事,藩主家,冠婚葬祭,家中,,,無,,,,,,,,,113,,2334060.5
延宝6,1678,3,14,右ニ付光茂公え御家中惣代事,,冠婚葬祭,家中,佐賀藩,,無,鍋島光茂,,,,,,,,114,,2334060.5
延宝6,1678,3,14,右御祝ニ付川浪三郎左衛門善平二兵衛道ひろく被召来候事,藩主家,冠婚葬祭,家中,,,無,鍋島光茂,,,,,,,,115,,2334060.5
延宝6,1678,3,14,秋野兵右衛門被召直候事,,家中,,,,無,,,,,,,,,116,,2334060.5
延宝6,1678,3,14,お春様御祝言二月十五日被相調事,藩主家,冠婚葬祭,,,,無,伊東祐実妻,伊東祐実,,,,,,,117,,2334060.5
延宝6,1678,3,14,光茂公今月十九日廿一日廿二日白石山御狩ニ付此御方御犬三十疋被差遣候事,佐賀藩,狩猟,,,,無,鍋島光茂,,,,,,,,118,,2334060.5
延宝6,1678,3,14,右ニ付役人其外犬付へ兵粮立聞被相渡候事,佐賀藩,狩猟,家中,,,無,鍋島光茂,,,,,,,,119,,2334060.5
延宝6,1678,3,14,相模殿御飯料之事,藩主家,,,,,無,鍋島元敦,,,,,,,,120,,2334060.5
延宝6,1678,4,5,光茂公御着城之事,佐賀藩,,,,,無,鍋島光茂,,,,,,,,121,,2334081.5
延宝6,1678,4,14,自覚様二十五年回御法事事,冠婚葬祭,,,,,無,自覚尼,,,,,,,,122,,2334090.5
延宝6,1678,5,20,西原庄兵衛知行所代地之事,,家中,,,,無,,,,,,,,,123,,2334125.5
延宝6,1678,6,8,今泉惣左衛門被官五次兵衛閉門被仰付候事,賞罰,家中,,,,無,,,,,,,,,124,,2334143.5
延宝6,1678,6,22,馬場金右衛門高島番被仰付候事,長崎,家中,,,,無,,,,,,,,,125,,2334157.5
延宝6,1678,6,23,御下国ニ付御むかへ之事,藩主家,参勤,,,,無,,,,,,,,,126,,2334158.5
延宝6,1678,6,25,緑樹院様七年回御法事御名代事,冠婚葬祭,,,,,無,土井利重妻,,,,,,,,127,,2334160.5
延宝6,1678,7,5,直能公桜岡御着之事,藩主家,参勤,,,,無,鍋島直能,,,,,,,,128,,2334169.5
延宝6,1678,7,5,右御むかへ侍十人之事,藩主家,参勤,家中,,,無,鍋島直能,,,,,,,,129,,2334169.5
延宝6,1678,7,5,同断足軽之事,藩主家,参勤,家中,,,無,鍋島直能,,,,,,,,130,,2334169.5
延宝6,1678,7,5,直能公御帰国ニ付相模様轟木御越事,藩主家,参勤,,,,無,鍋島直能,鍋島元敦,,,,,,,131,,2334169.5
延宝6,1678,7,5,黒田甲州御入部ニ付御祝義御使者被遣候事,他藩,,,,,無,黒田長重,,,,,,,,132,,2334169.5
延宝6,1678,7,11,右ニ付秋月ゟ御返礼使者之事,他藩,,,,,無,黒田長重,,,,,,,,133,,2334175.5
延宝6,1678,7,11,右使者於客屋御取持之事,他藩,,,,,無,黒田長重,,,,,,,,134,,2334175.5
延宝6,1678,7,12,松平主殿頭様ゟ御状御進物之事,他藩,,,,,無,松平忠房,,,,,,,,135,,2334176.5
延宝6,1678,7,21,晴雲院様十三回御法事事,冠婚葬祭,,,,,無,鍋島茂俊妻,,,,,,,,136,,2334185.5
延宝6,1678,8,2,松平和泉守殿ゟ御使者之事,他藩,,,,,無,松平乗久,,,,,,,,137,,2334196.5
延宝6,1678,8,2,右御使者へ御取持之事,他藩,,,,,無,松平乗久,,,,,,,,138,,2334196.5
延宝6,1678,8,7,摂州様御簡略之事,佐賀藩,,,,,無,鍋島直之,,,,,,,,139,,2334201.5
延宝6,1678,8,7,山城様御内方様第三年御法事御名代事,冠婚葬祭,,,,,無,鍋島直堯（白石）,,,,,,,,140,,2334201.5
延宝6,1678,8,7,松平右京亮殿御縁辺済ニ付島原へ御使者事,冠婚葬祭,他藩,,,,無,松平忠倫,,,,,,,,141,,2334201.5
延宝8,1680,6,20,鋳物之類他国之者商売仕候事,経済,支配,,,,無,,,,,,,,,142,,2334863.5
延宝8,1680,6,21,月堂様御杖鎗御とがせ被成候事,藩主家,,,,,無,鍋島元茂,,,,,,,,143,,2334864.5
延宝8,1680,6,22,斎藤二右衛門頓死之事,,家中,,,,無,,,,,,,,,144,,2334865.5
延宝8,1680,6,23,おきく様御胚胎ニ付川波九郎右衛門女房江戸被差越候事,藩主家,家中,,,,無,,,,,,,,,145,,2334866.5
延宝8,1680,6,23,平原村権現社内ニ教普院屋敷望事,農村,寺社,,,,無,,,,,,,,,146,,2334866.5
延宝8,1680,6,24,永橋左源太被召置候岡町役人屋敷修覆之事,家中,普請,,,,無,,,,,,,,,147,,2334867.5
延宝8,1680,6,25,祇園会山たをれ家一軒破損事,町方,寺社,文化,,,無,,,,,,,,,148,,2334868.5
延宝8,1680,6,25,山田玄寿屋敷拝領願之事,家中,城下,,,,無,,,,,,,,,149,,2334868.5
延宝8,1680,6,26,直能公御本丸御出之末御堂参事,藩主家,,,,,無,鍋島直能,,,,,,,,150,,2334869.5
延宝8,1680,6,28,おきく様御小々性として古賀平右衛門むすめ江戸被差登候事,藩主家,家中,,,,無,,,,,,,,,151,,2334871.5
延宝8,1680,6,29,御せがき御名代被相改候事,寺社,,,,,無,,,,,,,,,152,,2334872.5
延宝8,1680,7,1,西丸御家桜岡へ御作らせ被成候事,普請,,,,,無,,,,,,,,,153,,2334874.5
延宝8,1680,7,1,盆御祭元武公ゟ被遊候事,藩主家,,,,,無,鍋島元武,,,,,,,,154,,2334874.5
延宝8,1680,7,1,厳有院様御法事於千栗山御執行事,冠婚葬祭,幕府,,,,無,徳川家綱,,,,,,,,155,,2334874.5
延宝8,1680,7,1,右就御法事御赦免者之事,冠婚葬祭,賞罰,,,,無,徳川家綱,,,,,,,,156,,2334874.5
延宝8,1680,7,2,主水殿御前様秘蔵座犬之事,佐賀藩,,,,,無,鍋島直朗,,,,,,,,157,,2334875.5
延宝8,1680,7,3,おきく様御胚胎斎藤玄周江戸被差越候事,藩主家,家中,,,,無,,,,,,,,,158,,2334876.5
延宝8,1680,7,4,了覚様御法事直能公御隠居様之義ニ付御香典御寺納不被成候事,冠婚葬祭,藩主家,,,,無,鍋島直能,左内,,,,,,,159,,2334877.5
延宝8,1680,7,5,元武公千栗御法事御仏参事,冠婚葬祭,藩主家,,,,無,鍋島元武,,,,,,,,160,,2334878.5
延宝8,1680,7,10,了覚様一回御忌之事,冠婚葬祭,,,,,無,左内,,,,,,,,161,,2334883.5
延宝8,1680,7,10,元武公盆会御とうろ被相進候覚事,藩主家,,,,,無,鍋島元武,,,,,,,,162,,2334883.5
延宝8,1680,7,10,称念寺へ白さらし扨又高伝寺こんとう坊主へ正言寺へ盆前被下物之事,寺社,,,,,無,,,,,,,,,163,,2334883.5
延宝8,1680,7,7,牟田進士兵衛役人被仰付候事,,家中,,,,無,,,,,,,,,164,,2334880.5
延宝8,1680,7,7,松崎又左衛門郡奉行被仰付候事,家中,農村,支配,,,無,,,,,,,,,165,,2334880.5
延宝8,1680,7,7,三浦諸左衛門役方堅固相勤候付已来御無沙汰不被遊御達之事,,家中,,,,無,,,,,,,,,166,,2334880.5
延宝8,1680,7,7,深江与次兵衛義御能方長上下御かし被成候事,,家中,,,,無,,,,,,,,,167,,2334880.5
延宝8,1680,7,7,薬王寺只之允はさみ箱持一人かごかき弐人被差出候事,,家中,,,,無,,,,,,,,,168,,2334880.5
延宝8,1680,7,8,御馬屋金右衛門御笠持太右衛門義藤崎三郎右衛門組ニ被相預候事,,家中,,,,無,,,,,,,,,169,,2334881.5
延宝8,1680,7,8,御挟箱伝左衛門御茶弁当持長左衛門義藤山三郎兵衛組ニ被相預候事,,家中,,,,無,,,,,,,,,170,,2334881.5
延宝8,1680,7,8,西丸出殿之衆元武公へ御祝義直能公へ御祝義承分候様之事,藩主家,家中,,,,無,鍋島直能,鍋島元武,,,,,,,171,,2334881.5
延宝8,1680,7,9,犬塚舎人殿植立山開地之事,経済,家中,,,,無,,,,,,,,,172,,2334882.5
延宝8,1680,7,9,岡町御請役御家老屋敷野口新之允拝領之事,城下,家中,,,,無,,,,,,,,,173,,2334882.5
延宝8,1680,7,9,西川次兵衛役方堅固相勤候付銀拝領事,家中,賞罰,,,,無,,,,,,,,,174,,2334882.5
延宝8,1680,7,14,太田吉弥義直能公御側被召仕候事,家中,藩主家,,,,無,鍋島直能,,,,,,,,175,,2334887.5
延宝8,1680,6,9,直能公桜岡御着館之事,藩主家,参勤,,,,無,鍋島直能,,,,,,,,176,,2334852.5
延宝8,1680,6,9,同御下国之節櫛山昌伯ト申医師被召連候処訳有之無滞在之事,藩主家,参勤,医学,,,無,鍋島直能,,,,,,,,177,,2334852.5
延宝8,1680,6,9,右昌伯召仕両人も滞立無之候事,藩主家,参勤,医学,,,無,鍋島直能,,,,,,,,178,,2334852.5
延宝8,1680,6,10,日普様へ直能公ゟ御酒・御野菜御隠居料より被差上候事常照院へ,藩主家,寺社,,,,無,鍋島直能,,,,,,,,179,,2334853.5
延宝8,1680,6,12,直能公御着座ニ付島原松平主殿頭様ゟ御状被遣候事,藩主家,他藩,,,,無,鍋島直能,松平忠房,,,,,,,180,,2334855.5
延宝8,1680,6,15,主水殿御内室為安産従元武公御願文被遣候事,藩主家,佐賀藩,,,,無,鍋島元武,鍋島直朗,,,,,,,181,,2334858.5
延宝8,1680,6,17,直能公御着為御祝義多久兵庫殿御出事,藩主家,参勤,,,,無,鍋島直能,多久安胤,,,,,,,182,,2334860.5
延宝8,1680,6,26,厳有院様御法事ニ付科被差免候人数事,冠婚葬祭,賞罰,幕府,,,無,徳川家綱,,,,,,,,183,,2334869.5
延宝8,1680,6,29,右御法事ニ付罪科被仰付候者被対公儀被差免候様光茂公被仰出候事,冠婚葬祭,賞罰,幕府,佐賀藩,,無,鍋島光茂,,,,,,,,184,,2334872.5
延宝8,1680,6,30,冨岡弥一左衛門屋敷を鍋島左平太殿へ売渡之事,城下,家中,,,,無,,,,,,,,,185,,2334873.5
延宝8,1680,6,30,藤島吉左衛門中小路屋敷小田村市左衛門へ同断事,城下,家中,,,,無,,,,,,,,,186,,2334873.5
延宝8,1680,7,2,木下伝左衛門被官岸川町罷立候太兵衛義同町貞兵衛弟孫之允を切候事,町方,,家中,,,無,,,,,,,,,187,,2334875.5
延宝8,1680,7,2,直能公え松平主殿頭様ゟ瓜御到来事,藩主家,他藩,,,,無,鍋島直能,松平忠房,,,,,,,188,,2334875.5
延宝8,1680,7,7,二御丸へ七夕御祝義元武公ゟ金子百疋御進上御使者之事,藩主家,,,,,無,鍋島元武,,,,,,,,189,,2334880.5
延宝8,1680,7,7,西丸大御門御客取相聞次役事,家中,,,,,無,,,,,,,,,190,,2334880.5
延宝8,1680,7,14,川添久助御願三上名字被仰出候事,家中,,,,,無,,,,,,,,,191,,2334887.5
延宝8,1680,7,12,臼井孫兵衛及飢候付銀拝領之事,家中,賞罰,,,,無,,,,,,,,,192,,2334885.5
延宝8,1680,7,10,了覚様御一周忌之事,冠婚葬祭,,,,,無,左内,,,,,,,,193,,2334883.5
延宝8,1680,7,14,櫛山昌伯主従参人滞在之事,医学,文化,,,,無,,,,,,,,,194,,2334887.5
延宝8,1680,7,12,神代与兵衛銀拝領之事,家中,賞罰,,,,無,,,,,,,,,195,,2334885.5
延宝8,1680,7,19,石田源右衛門義厳有院様就御法事被召置壱人飯米被下候事,幕府,冠婚葬祭,家中,,,無,徳川家綱,,,,,,,,196,,2334892.5
延宝8,1680,7,20,無津呂両社公事ニ付実相院へ神代伊右衛門・松崎十右衛門ゟ手紙之事,寺社,,,,,無,,,,,,,,,197,,2334893.5
延宝8,1680,7,22,高木忠右衛門・牟田素益・北島祐室桜岡御近辺へ屋敷拝領願之事,家中,城下,,,,無,,,,,,,,,198,,2334895.5
