さし湯,,,,名詞,普通名詞,一般,*,*,*,,,さし湯,,さし湯,,和,*,*,*,*,OGI_EVENT
さじ,,,,名詞,普通名詞,一般,*,*,*,,,さじ,,さじ,,和,*,*,*,*,OGI_EVENT
さじき,,,,名詞,普通名詞,一般,*,*,*,,,さじき,,さじき,,和,*,*,*,*,OGI_EVENT
さなだ扇,,,,名詞,普通名詞,一般,*,*,*,,,さなだ扇,,さなだ扇,,和,*,*,*,*,OGI_EVENT
さば真田団,,,,名詞,普通名詞,一般,*,*,*,,,さば真田団,,さば真田団,,和,*,*,*,*,OGI_EVENT
しばり首,,,,名詞,普通名詞,一般,*,*,*,,,しばり首,,しばり首,,和,*,*,*,*,OGI_EVENT
しめもと,,,,名詞,普通名詞,一般,*,*,*,,,しめもと,,しめもと,,和,*,*,*,*,OGI_EVENT
しらせ,,,,名詞,普通名詞,一般,*,*,*,,,しらせ,,しらせ,,和,*,*,*,*,OGI_EVENT
しゝ,,,,名詞,普通名詞,一般,*,*,*,,,しゝ,,しゝ,,和,*,*,*,*,OGI_EVENT
しゝ囲,,,,名詞,普通名詞,一般,*,*,*,,,しゝ囲,,しゝ囲,,和,*,*,*,*,OGI_EVENT
しゝ当,,,,名詞,普通名詞,一般,*,*,*,,,しゝ当,,しゝ当,,和,*,*,*,*,OGI_EVENT
するめ,,,,名詞,普通名詞,一般,*,*,*,,,するめ,,するめ,,和,*,*,*,*,OGI_EVENT
せかき,,,,名詞,普通名詞,一般,*,*,*,,,せかき,,せかき,,和,*,*,*,*,OGI_EVENT
せがき,,,,名詞,普通名詞,一般,*,*,*,,,せがき,,せがき,,和,*,*,*,*,OGI_EVENT
せき,,,,名詞,普通名詞,一般,*,*,*,,,せき,,せき,,和,*,*,*,*,OGI_EVENT
そらせ,,,,名詞,普通名詞,一般,*,*,*,,,そらせ,,そらせ,,和,*,*,*,*,OGI_EVENT
そり,,,,名詞,普通名詞,一般,*,*,*,,,そり,,そり,,和,*,*,*,*,OGI_EVENT
ぞうり,,,,名詞,普通名詞,一般,*,*,*,,,ぞうり,,ぞうり,,和,*,*,*,*,OGI_EVENT
たき,,,,名詞,普通名詞,一般,*,*,*,,,たき,,たき,,和,*,*,*,*,OGI_EVENT
たきゞ,,,,名詞,普通名詞,一般,*,*,*,,,たきゞ,,たきゞ,,和,*,*,*,*,OGI_EVENT
たはこ,,,,名詞,普通名詞,一般,*,*,*,,,たはこ,,たはこ,,和,*,*,*,*,OGI_EVENT
たばこ,,,,名詞,普通名詞,一般,*,*,*,,,たばこ,,たばこ,,和,*,*,*,*,OGI_EVENT
たまり水,,,,名詞,普通名詞,一般,*,*,*,,,たまり水,,たまり水,,和,*,*,*,*,OGI_EVENT
ためし,,,,名詞,普通名詞,一般,*,*,*,,,ためし,,ためし,,和,*,*,*,*,OGI_EVENT
たゝみ,,,,名詞,普通名詞,一般,*,*,*,,,たゝみ,,たゝみ,,和,*,*,*,*,OGI_EVENT
だめし,,,,名詞,普通名詞,一般,*,*,*,,,だめし,,だめし,,和,*,*,*,*,OGI_EVENT
ちりめん,,,,名詞,普通名詞,一般,*,*,*,,,ちりめん,,ちりめん,,和,*,*,*,*,OGI_EVENT
とうろ,,,,名詞,普通名詞,一般,*,*,*,,,とうろ,,とうろ,,和,*,*,*,*,OGI_EVENT
とがせ,,,,名詞,普通名詞,一般,*,*,*,,,とがせ,,とがせ,,和,*,*,*,*,OGI_EVENT
なよし薄干,,,,名詞,普通名詞,一般,*,*,*,,,なよし薄干,,なよし薄干,,和,*,*,*,*,OGI_EVENT
ぬかり,,,,名詞,普通名詞,一般,*,*,*,,,ぬかり,,ぬかり,,和,*,*,*,*,OGI_EVENT
ぬげ所,,,,名詞,普通名詞,一般,*,*,*,,,ぬげ所,,ぬげ所,,和,*,*,*,*,OGI_EVENT
ぬすみ,,,,名詞,普通名詞,一般,*,*,*,,,ぬすみ,,ぬすみ,,和,*,*,*,*,OGI_EVENT
ぬす人,,,,名詞,普通名詞,一般,*,*,*,,,ぬす人,,ぬす人,,和,*,*,*,*,OGI_EVENT
のし,,,,名詞,普通名詞,一般,*,*,*,,,のし,,のし,,和,*,*,*,*,OGI_EVENT
のぞき,,,,名詞,普通名詞,一般,*,*,*,,,のぞき,,のぞき,,和,*,*,*,*,OGI_EVENT
のぼり,,,,名詞,普通名詞,一般,*,*,*,,,のぼり,,のぼり,,和,*,*,*,*,OGI_EVENT
はぐろ初,,,,名詞,普通名詞,一般,*,*,*,,,はぐろ初,,はぐろ初,,和,*,*,*,*,OGI_EVENT
はさみ,,,,名詞,普通名詞,一般,*,*,*,,,はさみ,,はさみ,,和,*,*,*,*,OGI_EVENT
はし,,,,名詞,普通名詞,一般,*,*,*,,,はし,,はし,,和,*,*,*,*,OGI_EVENT
はせ,,,,名詞,普通名詞,一般,*,*,*,,,はせ,,はせ,,和,*,*,*,*,OGI_EVENT
はた,,,,名詞,普通名詞,一般,*,*,*,,,はた,,はた,,和,*,*,*,*,OGI_EVENT
はたつめ,,,,名詞,普通名詞,一般,*,*,*,,,はたつめ,,はたつめ,,和,*,*,*,*,OGI_EVENT
はづ＊,,,,名詞,普通名詞,一般,*,*,*,,,はづ＊,,はづ＊,,和,*,*,*,*,OGI_EVENT
はま弓,,,,名詞,普通名詞,一般,*,*,*,,,はま弓,,はま弓,,和,*,*,*,*,OGI_EVENT
はやし,,,,名詞,普通名詞,一般,*,*,*,,,はやし,,はやし,,和,*,*,*,*,OGI_EVENT
はらひ,,,,名詞,普通名詞,一般,*,*,*,,,はらひ,,はらひ,,和,*,*,*,*,OGI_EVENT
はらひ込,,,,名詞,普通名詞,一般,*,*,*,,,はらひ込,,はらひ込,,和,*,*,*,*,OGI_EVENT
ばるけん,,,,名詞,普通名詞,一般,*,*,*,,,ばるけん,,ばるけん,,和,*,*,*,*,OGI_EVENT
ひかへ,,,,名詞,普通名詞,一般,*,*,*,,,ひかへ,,ひかへ,,和,*,*,*,*,OGI_EVENT
ひかへ船,,,,名詞,普通名詞,一般,*,*,*,,,ひかへ船,,ひかへ船,,和,*,*,*,*,OGI_EVENT
ひきすえ,,,,名詞,普通名詞,一般,*,*,*,,,ひきすえ,,ひきすえ,,和,*,*,*,*,OGI_EVENT
ひげ籠,,,,名詞,普通名詞,一般,*,*,*,,,ひげ籠,,ひげ籠,,和,*,*,*,*,OGI_EVENT
ひしぎ,,,,名詞,普通名詞,一般,*,*,*,,,ひしぎ,,ひしぎ,,和,*,*,*,*,OGI_EVENT
ひらき,,,,名詞,普通名詞,一般,*,*,*,,,ひらき,,ひらき,,和,*,*,*,*,OGI_EVENT
ふき替,,,,名詞,普通名詞,一般,*,*,*,,,ふき替,,ふき替,,和,*,*,*,*,OGI_EVENT
ふさぎ,,,,名詞,普通名詞,一般,*,*,*,,,ふさぎ,,ふさぎ,,和,*,*,*,*,OGI_EVENT
ほたち,,,,名詞,普通名詞,一般,*,*,*,,,ほたち,,ほたち,,和,*,*,*,*,OGI_EVENT
ほら,,,,名詞,普通名詞,一般,*,*,*,,,ほら,,ほら,,和,*,*,*,*,OGI_EVENT
むかへ,,,,名詞,普通名詞,一般,*,*,*,,,むかへ,,むかへ,,和,*,*,*,*,OGI_EVENT
むかへ侍,,,,名詞,普通名詞,一般,*,*,*,,,むかへ侍,,むかへ侍,,和,*,*,*,*,OGI_EVENT
むすめ,,,,名詞,普通名詞,一般,*,*,*,,,むすめ,,むすめ,,和,*,*,*,*,OGI_EVENT
めさまし,,,,名詞,普通名詞,一般,*,*,*,,,めさまし,,めさまし,,和,*,*,*,*,OGI_EVENT
もちまん,,,,名詞,普通名詞,一般,*,*,*,,,もちまん,,もちまん,,和,*,*,*,*,OGI_EVENT
やさひ,,,,名詞,普通名詞,一般,*,*,*,,,やさひ,,やさひ,,和,*,*,*,*,OGI_EVENT
やとひ,,,,名詞,普通名詞,一般,*,*,*,,,やとひ,,やとひ,,和,*,*,*,*,OGI_EVENT
やね,,,,名詞,普通名詞,一般,*,*,*,,,やね,,やね,,和,*,*,*,*,OGI_EVENT
よりも,,,,名詞,普通名詞,一般,*,*,*,,,よりも,,よりも,,和,*,*,*,*,OGI_EVENT
わなさし,,,,名詞,普通名詞,一般,*,*,*,,,わなさし,,わなさし,,和,*,*,*,*,OGI_EVENT
アメリカ船,,,,名詞,普通名詞,一般,*,*,*,,,アメリカ船,,アメリカ船,,和,*,*,*,*,OGI_EVENT
アラミ,,,,名詞,普通名詞,一般,*,*,*,,,アラミ,,アラミ,,和,*,*,*,*,OGI_EVENT
一件,,,,名詞,普通名詞,一般,*,*,*,,,一件,,一件,,和,*,*,*,*,OGI_EVENT
一円,,,,名詞,普通名詞,一般,*,*,*,,,一円,,一円,,和,*,*,*,*,OGI_EVENT
一同,,,,名詞,普通名詞,一般,*,*,*,,,一同,,一同,,和,*,*,*,*,OGI_EVENT
一周忌,,,,名詞,普通名詞,一般,*,*,*,,,一周忌,,一周忌,,和,*,*,*,*,OGI_EVENT
一字,,,,名詞,普通名詞,一般,*,*,*,,,一字,,一字,,和,*,*,*,*,OGI_EVENT
一宿,,,,名詞,普通名詞,一般,*,*,*,,,一宿,,一宿,,和,*,*,*,*,OGI_EVENT
一御飾,,,,名詞,普通名詞,一般,*,*,*,,,一御飾,,一御飾,,和,*,*,*,*,OGI_EVENT
一汁一菜,,,,名詞,普通名詞,一般,*,*,*,,,一汁一菜,,一汁一菜,,和,*,*,*,*,OGI_EVENT
一汁三菜,,,,名詞,普通名詞,一般,*,*,*,,,一汁三菜,,一汁三菜,,和,*,*,*,*,OGI_EVENT
一生,,,,名詞,普通名詞,一般,*,*,*,,,一生,,一生,,和,*,*,*,*,OGI_EVENT
一生ヶ間,,,,名詞,普通名詞,一般,*,*,*,,,一生ヶ間,,一生ヶ間,,和,*,*,*,*,OGI_EVENT
一番御湯,,,,名詞,普通名詞,一般,*,*,*,,,一番御湯,,一番御湯,,和,*,*,*,*,OGI_EVENT
一荷,,,,名詞,普通名詞,一般,*,*,*,,,一荷,,一荷,,和,*,*,*,*,OGI_EVENT
一見,,,,名詞,普通名詞,一般,*,*,*,,,一見,,一見,,和,*,*,*,*,OGI_EVENT
一遍,,,,名詞,普通名詞,一般,*,*,*,,,一遍,,一遍,,和,*,*,*,*,OGI_EVENT
一順,,,,名詞,普通名詞,一般,*,*,*,,,一順,,一順,,和,*,*,*,*,OGI_EVENT
一類,,,,名詞,普通名詞,一般,*,*,*,,,一類,,一類,,和,*,*,*,*,OGI_EVENT
一類懸り,,,,名詞,普通名詞,一般,*,*,*,,,一類懸り,,一類懸り,,和,*,*,*,*,OGI_EVENT
一類達,,,,名詞,普通名詞,一般,*,*,*,,,一類達,,一類達,,和,*,*,*,*,OGI_EVENT
丁見,,,,名詞,普通名詞,一般,*,*,*,,,丁見,,丁見,,和,*,*,*,*,OGI_EVENT
丁見御会試,,,,名詞,普通名詞,一般,*,*,*,,,丁見御会試,,丁見御会試,,和,*,*,*,*,OGI_EVENT
七夕,,,,名詞,普通名詞,一般,*,*,*,,,七夕,,七夕,,和,*,*,*,*,OGI_EVENT
七夜,,,,名詞,普通名詞,一般,*,*,*,,,七夜,,七夜,,和,*,*,*,*,OGI_EVENT
七夜御祝,,,,名詞,普通名詞,一般,*,*,*,,,七夜御祝,,七夜御祝,,和,*,*,*,*,OGI_EVENT
七夜祝,,,,名詞,普通名詞,一般,*,*,*,,,七夜祝,,七夜祝,,和,*,*,*,*,OGI_EVENT
万端,,,,名詞,普通名詞,一般,*,*,*,,,万端,,万端,,和,*,*,*,*,OGI_EVENT
三人扶持,,,,名詞,普通名詞,一般,*,*,*,,,三人扶持,,三人扶持,,和,*,*,*,*,OGI_EVENT
三番叟,,,,名詞,普通名詞,一般,*,*,*,,,三番叟,,三番叟,,和,*,*,*,*,OGI_EVENT
三番船,,,,名詞,普通名詞,一般,*,*,*,,,三番船,,三番船,,和,*,*,*,*,OGI_EVENT
上がり物,,,,名詞,普通名詞,一般,*,*,*,,,上がり物,,上がり物,,和,*,*,*,*,OGI_EVENT
上り,,,,名詞,普通名詞,一般,*,*,*,,,上り,,上り,,和,*,*,*,*,OGI_EVENT
上り地,,,,名詞,普通名詞,一般,*,*,*,,,上り地,,上り地,,和,*,*,*,*,OGI_EVENT
上下,,,,名詞,普通名詞,一般,*,*,*,,,上下,,上下,,和,*,*,*,*,OGI_EVENT
上乗,,,,名詞,普通名詞,一般,*,*,*,,,上乗,,上乗,,和,*,*,*,*,OGI_EVENT
上京,,,,名詞,普通名詞,一般,*,*,*,,,上京,,上京,,和,*,*,*,*,OGI_EVENT
上使屋,,,,名詞,普通名詞,一般,*,*,*,,,上使屋,,上使屋,,和,*,*,*,*,OGI_EVENT
上借銀方,,,,名詞,普通名詞,一般,*,*,*,,,上借銀方,,上借銀方,,和,*,*,*,*,OGI_EVENT
上地,,,,名詞,普通名詞,一般,*,*,*,,,上地,,上地,,和,*,*,*,*,OGI_EVENT
上宿,,,,名詞,普通名詞,一般,*,*,*,,,上宿,,上宿,,和,*,*,*,*,OGI_EVENT
上屋敷,,,,名詞,普通名詞,一般,*,*,*,,,上屋敷,,上屋敷,,和,*,*,*,*,OGI_EVENT
上屋敷便,,,,名詞,普通名詞,一般,*,*,*,,,上屋敷便,,上屋敷便,,和,*,*,*,*,OGI_EVENT
上席,,,,名詞,普通名詞,一般,*,*,*,,,上席,,上席,,和,*,*,*,*,OGI_EVENT
上府,,,,名詞,普通名詞,一般,*,*,*,,,上府,,上府,,和,*,*,*,*,OGI_EVENT
上御屋敷便,,,,名詞,普通名詞,一般,*,*,*,,,上御屋敷便,,上御屋敷便,,和,*,*,*,*,OGI_EVENT
上検見,,,,名詞,普通名詞,一般,*,*,*,,,上検見,,上検見,,和,*,*,*,*,OGI_EVENT
上洛,,,,名詞,普通名詞,一般,*,*,*,,,上洛,,上洛,,和,*,*,*,*,OGI_EVENT
上物,,,,名詞,普通名詞,一般,*,*,*,,,上物,,上物,,和,*,*,*,*,OGI_EVENT
上米,,,,名詞,普通名詞,一般,*,*,*,,,上米,,上米,,和,*,*,*,*,OGI_EVENT
上納,,,,名詞,普通名詞,一般,*,*,*,,,上納,,上納,,和,*,*,*,*,OGI_EVENT
上覧,,,,名詞,普通名詞,一般,*,*,*,,,上覧,,上覧,,和,*,*,*,*,OGI_EVENT
上覧無,,,,名詞,普通名詞,一般,*,*,*,,,上覧無,,上覧無,,和,*,*,*,*,OGI_EVENT
上銀,,,,名詞,普通名詞,一般,*,*,*,,,上銀,,上銀,,和,*,*,*,*,OGI_EVENT
上陸,,,,名詞,普通名詞,一般,*,*,*,,,上陸,,上陸,,和,*,*,*,*,OGI_EVENT
上鳥,,,,名詞,普通名詞,一般,*,*,*,,,上鳥,,上鳥,,和,*,*,*,*,OGI_EVENT
下々,,,,名詞,普通名詞,一般,*,*,*,,,下々,,下々,,和,*,*,*,*,OGI_EVENT
下向,,,,名詞,普通名詞,一般,*,*,*,,,下向,,下向,,和,*,*,*,*,OGI_EVENT
下国,,,,名詞,普通名詞,一般,*,*,*,,,下国,,下国,,和,*,*,*,*,OGI_EVENT
下宿,,,,名詞,普通名詞,一般,*,*,*,,,下宿,,下宿,,和,*,*,*,*,OGI_EVENT
下屋敷,,,,名詞,普通名詞,一般,*,*,*,,,下屋敷,,下屋敷,,和,*,*,*,*,OGI_EVENT
下山,,,,名詞,普通名詞,一般,*,*,*,,,下山,,下山,,和,*,*,*,*,OGI_EVENT
下已,,,,名詞,普通名詞,一般,*,*,*,,,下已,,下已,,和,*,*,*,*,OGI_EVENT
下帯,,,,名詞,普通名詞,一般,*,*,*,,,下帯,,下帯,,和,*,*,*,*,OGI_EVENT
下江筋,,,,名詞,普通名詞,一般,*,*,*,,,下江筋,,下江筋,,和,*,*,*,*,OGI_EVENT
下済,,,,名詞,普通名詞,一般,*,*,*,,,下済,,下済,,和,*,*,*,*,OGI_EVENT
下渡,,,,名詞,普通名詞,一般,*,*,*,,,下渡,,下渡,,和,*,*,*,*,OGI_EVENT
下物,,,,名詞,普通名詞,一般,*,*,*,,,下物,,下物,,和,*,*,*,*,OGI_EVENT
下着,,,,名詞,普通名詞,一般,*,*,*,,,下着,,下着,,和,*,*,*,*,OGI_EVENT
下筋,,,,名詞,普通名詞,一般,*,*,*,,,下筋,,下筋,,和,*,*,*,*,OGI_EVENT
下金,,,,名詞,普通名詞,一般,*,*,*,,,下金,,下金,,和,*,*,*,*,OGI_EVENT
不仕,,,,名詞,普通名詞,一般,*,*,*,,,不仕,,不仕,,和,*,*,*,*,OGI_EVENT
不例,,,,名詞,普通名詞,一般,*,*,*,,,不例,,不例,,和,*,*,*,*,OGI_EVENT
不便利,,,,名詞,普通名詞,一般,*,*,*,,,不便利,,不便利,,和,*,*,*,*,OGI_EVENT
不動会,,,,名詞,普通名詞,一般,*,*,*,,,不動会,,不動会,,和,*,*,*,*,OGI_EVENT
不勝,,,,名詞,普通名詞,一般,*,*,*,,,不勝,,不勝,,和,*,*,*,*,OGI_EVENT
不勝手,,,,名詞,普通名詞,一般,*,*,*,,,不勝手,,不勝手,,和,*,*,*,*,OGI_EVENT
不勤,,,,名詞,普通名詞,一般,*,*,*,,,不勤,,不勤,,和,*,*,*,*,OGI_EVENT
不埒,,,,名詞,普通名詞,一般,*,*,*,,,不埒,,不埒,,和,*,*,*,*,OGI_EVENT
不宜者,,,,名詞,普通名詞,一般,*,*,*,,,不宜者,,不宜者,,和,*,*,*,*,OGI_EVENT
不審,,,,名詞,普通名詞,一般,*,*,*,,,不審,,不審,,和,*,*,*,*,OGI_EVENT
不届,,,,名詞,普通名詞,一般,*,*,*,,,不届,,不届,,和,*,*,*,*,OGI_EVENT
不幸,,,,名詞,普通名詞,一般,*,*,*,,,不幸,,不幸,,和,*,*,*,*,OGI_EVENT
不快,,,,名詞,普通名詞,一般,*,*,*,,,不快,,不快,,和,*,*,*,*,OGI_EVENT
不所業,,,,名詞,普通名詞,一般,*,*,*,,,不所業,,不所業,,和,*,*,*,*,OGI_EVENT
不案内,,,,名詞,普通名詞,一般,*,*,*,,,不案内,,不案内,,和,*,*,*,*,OGI_EVENT
不残,,,,名詞,普通名詞,一般,*,*,*,,,不残,,不残,,和,*,*,*,*,OGI_EVENT
不番,,,,名詞,普通名詞,一般,*,*,*,,,不番,,不番,,和,*,*,*,*,OGI_EVENT
不相叶,,,,名詞,普通名詞,一般,*,*,*,,,不相叶,,不相叶,,和,*,*,*,*,OGI_EVENT
不相当,,,,名詞,普通名詞,一般,*,*,*,,,不相当,,不相当,,和,*,*,*,*,OGI_EVENT
不相替,,,,名詞,普通名詞,一般,*,*,*,,,不相替,,不相替,,和,*,*,*,*,OGI_EVENT
不礼,,,,名詞,普通名詞,一般,*,*,*,,,不礼,,不礼,,和,*,*,*,*,OGI_EVENT
不納,,,,名詞,普通名詞,一般,*,*,*,,,不納,,不納,,和,*,*,*,*,OGI_EVENT
不縁,,,,名詞,普通名詞,一般,*,*,*,,,不縁,,不縁,,和,*,*,*,*,OGI_EVENT
不聞,,,,名詞,普通名詞,一般,*,*,*,,,不聞,,不聞,,和,*,*,*,*,OGI_EVENT
不行届,,,,名詞,普通名詞,一般,*,*,*,,,不行届,,不行届,,和,*,*,*,*,OGI_EVENT
不行跡者,,,,名詞,普通名詞,一般,*,*,*,,,不行跡者,,不行跡者,,和,*,*,*,*,OGI_EVENT
不被成候,,,,名詞,普通名詞,一般,*,*,*,,,不被成候,,不被成候,,和,*,*,*,*,OGI_EVENT
不被為請,,,,名詞,普通名詞,一般,*,*,*,,,不被為請,,不被為請,,和,*,*,*,*,OGI_EVENT
不被相叶,,,,名詞,普通名詞,一般,*,*,*,,,不被相叶,,不被相叶,,和,*,*,*,*,OGI_EVENT
不足,,,,名詞,普通名詞,一般,*,*,*,,,不足,,不足,,和,*,*,*,*,OGI_EVENT
不軽,,,,名詞,普通名詞,一般,*,*,*,,,不軽,,不軽,,和,*,*,*,*,OGI_EVENT
不都合,,,,名詞,普通名詞,一般,*,*,*,,,不都合,,不都合,,和,*,*,*,*,OGI_EVENT
世外,,,,名詞,普通名詞,一般,*,*,*,,,世外,,世外,,和,*,*,*,*,OGI_EVENT
世継,,,,名詞,普通名詞,一般,*,*,*,,,世継,,世継,,和,*,*,*,*,OGI_EVENT
世話,,,,名詞,普通名詞,一般,*,*,*,,,世話,,世話,,和,*,*,*,*,OGI_EVENT
両度,,,,名詞,普通名詞,一般,*,*,*,,,両度,,両度,,和,*,*,*,*,OGI_EVENT
両獅子,,,,名詞,普通名詞,一般,*,*,*,,,両獅子,,両獅子,,和,*,*,*,*,OGI_EVENT
両通,,,,名詞,普通名詞,一般,*,*,*,,,両通,,両通,,和,*,*,*,*,OGI_EVENT
両霊,,,,名詞,普通名詞,一般,*,*,*,,,両霊,,両霊,,和,*,*,*,*,OGI_EVENT
並様,,,,名詞,普通名詞,一般,*,*,*,,,並様,,並様,,和,*,*,*,*,OGI_EVENT
中台所船,,,,名詞,普通名詞,一般,*,*,*,,,中台所船,,中台所船,,和,*,*,*,*,OGI_EVENT
中右,,,,名詞,普通名詞,一般,*,*,*,,,中右,,中右,,和,*,*,*,*,OGI_EVENT
中暑気,,,,名詞,普通名詞,一般,*,*,*,,,中暑気,,中暑気,,和,*,*,*,*,OGI_EVENT
中田取納,,,,名詞,普通名詞,一般,*,*,*,,,中田取納,,中田取納,,和,*,*,*,*,OGI_EVENT
中蘭法,,,,名詞,普通名詞,一般,*,*,*,,,中蘭法,,中蘭法,,和,*,*,*,*,OGI_EVENT
中陰,,,,名詞,普通名詞,一般,*,*,*,,,中陰,,中陰,,和,*,*,*,*,OGI_EVENT
中陰払,,,,名詞,普通名詞,一般,*,*,*,,,中陰払,,中陰払,,和,*,*,*,*,OGI_EVENT
中陰晴,,,,名詞,普通名詞,一般,*,*,*,,,中陰晴,,中陰晴,,和,*,*,*,*,OGI_EVENT
中馬究,,,,名詞,普通名詞,一般,*,*,*,,,中馬究,,中馬究,,和,*,*,*,*,OGI_EVENT
丸上,,,,名詞,普通名詞,一般,*,*,*,,,丸上,,丸上,,和,*,*,*,*,OGI_EVENT
丸太,,,,名詞,普通名詞,一般,*,*,*,,,丸太,,丸太,,和,*,*,*,*,OGI_EVENT
久留間籠舎,,,,名詞,普通名詞,一般,*,*,*,,,久留間籠舎,,久留間籠舎,,和,*,*,*,*,OGI_EVENT
乗入,,,,名詞,普通名詞,一般,*,*,*,,,乗入,,乗入,,和,*,*,*,*,OGI_EVENT
乗廻,,,,名詞,普通名詞,一般,*,*,*,,,乗廻,,乗廻,,和,*,*,*,*,OGI_EVENT
乗船,,,,名詞,普通名詞,一般,*,*,*,,,乗船,,乗船,,和,*,*,*,*,OGI_EVENT
乗被成,,,,名詞,普通名詞,一般,*,*,*,,,乗被成,,乗被成,,和,*,*,*,*,OGI_EVENT
乗馬,,,,名詞,普通名詞,一般,*,*,*,,,乗馬,,乗馬,,和,*,*,*,*,OGI_EVENT
乞筈,,,,名詞,普通名詞,一般,*,*,*,,,乞筈,,乞筈,,和,*,*,*,*,OGI_EVENT
乞請度,,,,名詞,普通名詞,一般,*,*,*,,,乞請度,,乞請度,,和,*,*,*,*,OGI_EVENT
乱妨,,,,名詞,普通名詞,一般,*,*,*,,,乱妨,,乱妨,,和,*,*,*,*,OGI_EVENT
乱心,,,,名詞,普通名詞,一般,*,*,*,,,乱心,,乱心,,和,*,*,*,*,OGI_EVENT
乱気,,,,名詞,普通名詞,一般,*,*,*,,,乱気,,乱気,,和,*,*,*,*,OGI_EVENT
乳,,,,名詞,普通名詞,一般,*,*,*,,,乳,,乳,,和,*,*,*,*,OGI_EVENT
二丸便,,,,名詞,普通名詞,一般,*,*,*,,,二丸便,,二丸便,,和,*,*,*,*,OGI_EVENT
二人扶持,,,,名詞,普通名詞,一般,*,*,*,,,二人扶持,,二人扶持,,和,*,*,*,*,OGI_EVENT
二宿,,,,名詞,普通名詞,一般,*,*,*,,,二宿,,二宿,,和,*,*,*,*,OGI_EVENT
