20日,,,,名詞,普通名詞,一般,*,*,*,,20日,20日,,20日,,和,*,*,*,*,OGI_DATE
25年,,,,名詞,普通名詞,一般,*,*,*,,25年,25年,,25年,,和,*,*,*,*,OGI_DATE
27日,,,,名詞,普通名詞,一般,*,*,*,,27日,27日,,27日,,和,*,*,*,*,OGI_DATE
2日,,,,名詞,普通名詞,一般,*,*,*,,2日,2日,,2日,,和,*,*,*,*,OGI_DATE
2月,,,,名詞,普通名詞,一般,*,*,*,,2月,2月,,2月,,和,*,*,*,*,OGI_DATE
30日,,,,名詞,普通名詞,一般,*,*,*,,30日,30日,,30日,,和,*,*,*,*,OGI_DATE
3年,,,,名詞,普通名詞,一般,*,*,*,,3年,3年,,3年,,和,*,*,*,*,OGI_DATE
3日,,,,名詞,普通名詞,一般,*,*,*,,3日,3日,,3日,,和,*,*,*,*,OGI_DATE
3月,,,,名詞,普通名詞,一般,*,*,*,,3月,3月,,3月,,和,*,*,*,*,OGI_DATE
4日,,,,名詞,普通名詞,一般,*,*,*,,4日,4日,,4日,,和,*,*,*,*,OGI_DATE
4月,,,,名詞,普通名詞,一般,*,*,*,,4月,4月,,4月,,和,*,*,*,*,OGI_DATE
50年,,,,名詞,普通名詞,一般,*,*,*,,50年,50年,,50年,,和,*,*,*,*,OGI_DATE
5日,,,,名詞,普通名詞,一般,*,*,*,,5日,5日,,5日,,和,*,*,*,*,OGI_DATE
5月,,,,名詞,普通名詞,一般,*,*,*,,5月,5月,,5月,,和,*,*,*,*,OGI_DATE
6日,,,,名詞,普通名詞,一般,*,*,*,,6日,6日,,6日,,和,*,*,*,*,OGI_DATE
6月,,,,名詞,普通名詞,一般,*,*,*,,6月,6月,,6月,,和,*,*,*,*,OGI_DATE
7年,,,,名詞,普通名詞,一般,*,*,*,,7年,7年,,7年,,和,*,*,*,*,OGI_DATE
7日,,,,名詞,普通名詞,一般,*,*,*,,7日,7日,,7日,,和,*,*,*,*,OGI_DATE
7月,,,,名詞,普通名詞,一般,*,*,*,,7月,7月,,7月,,和,*,*,*,*,OGI_DATE
8日,,,,名詞,普通名詞,一般,*,*,*,,8日,8日,,8日,,和,*,*,*,*,OGI_DATE
8月,,,,名詞,普通名詞,一般,*,*,*,,8月,8月,,8月,,和,*,*,*,*,OGI_DATE
9日,,,,名詞,普通名詞,一般,*,*,*,,9日,9日,,9日,,和,*,*,*,*,OGI_DATE
9月,,,,名詞,普通名詞,一般,*,*,*,,9月,9月,,9月,,和,*,*,*,*,OGI_DATE
一昨,,,,名詞,普通名詞,一般,*,*,*,,一昨,一昨,,一昨,,和,*,*,*,*,OGI_DATE
一昨日,,,,名詞,普通名詞,一般,*,*,*,,一昨日,一昨日,,一昨日,,和,*,*,*,*,OGI_DATE
七日,,,,名詞,普通名詞,一般,*,*,*,,七日,七日,,七日,,和,*,*,*,*,OGI_DATE
七時,,,,名詞,普通名詞,一般,*,*,*,,七時,七時,,七時,,和,*,*,*,*,OGI_DATE
七時頃,,,,名詞,普通名詞,一般,*,*,*,,七時頃,七時頃,,七時頃,,和,*,*,*,*,OGI_DATE
三十日,,,,名詞,普通名詞,一般,*,*,*,,三十日,三十日,,三十日,,和,*,*,*,*,OGI_DATE
三日,,,,名詞,普通名詞,一般,*,*,*,,三日,三日,,三日,,和,*,*,*,*,OGI_DATE
三日四日,,,,名詞,普通名詞,一般,*,*,*,,三日四日,三日四日,,三日四日,,和,*,*,*,*,OGI_DATE
三日夕,,,,名詞,普通名詞,一般,*,*,*,,三日夕,三日夕,,三日夕,,和,*,*,*,*,OGI_DATE
三月,,,,名詞,普通名詞,一般,*,*,*,,三月,三月,,三月,,和,*,*,*,*,OGI_DATE
上十九日,,,,名詞,普通名詞,一般,*,*,*,,上十九日,上十九日,,上十九日,,和,*,*,*,*,OGI_DATE
下刻,,,,名詞,普通名詞,一般,*,*,*,,下刻,下刻,,下刻,,和,*,*,*,*,OGI_DATE
九ツ半時,,,,名詞,普通名詞,一般,*,*,*,,九ツ半時,九ツ半時,,九ツ半時,,和,*,*,*,*,OGI_DATE
九半時,,,,名詞,普通名詞,一般,*,*,*,,九半時,九半時,,九半時,,和,*,*,*,*,OGI_DATE
九日,,,,名詞,普通名詞,一般,*,*,*,,九日,九日,,九日,,和,*,*,*,*,OGI_DATE
九時,,,,名詞,普通名詞,一般,*,*,*,,九時,九時,,九時,,和,*,*,*,*,OGI_DATE
九月,,,,名詞,普通名詞,一般,*,*,*,,九月,九月,,九月,,和,*,*,*,*,OGI_DATE
二夜三日,,,,名詞,普通名詞,一般,*,*,*,,二夜三日,二夜三日,,二夜三日,,和,*,*,*,*,OGI_DATE
二月,,,,名詞,普通名詞,一般,*,*,*,,二月,二月,,二月,,和,*,*,*,*,OGI_DATE
五三年,,,,名詞,普通名詞,一般,*,*,*,,五三年,五三年,,五三年,,和,*,*,*,*,OGI_DATE
五半時,,,,名詞,普通名詞,一般,*,*,*,,五半時,五半時,,五半時,,和,*,*,*,*,OGI_DATE
五日,,,,名詞,普通名詞,一般,*,*,*,,五日,五日,,五日,,和,*,*,*,*,OGI_DATE
五時前,,,,名詞,普通名詞,一般,*,*,*,,五時前,五時前,,五時前,,和,*,*,*,*,OGI_DATE
五節句,,,,名詞,普通名詞,一般,*,*,*,,五節句,五節句,,五節句,,和,*,*,*,*,OGI_DATE
享保,,,,名詞,普通名詞,一般,*,*,*,,享保,享保,,享保,,和,*,*,*,*,OGI_DATE
今,,,,名詞,普通名詞,一般,*,*,*,,今,今,,今,,和,*,*,*,*,OGI_DATE
今夕,,,,名詞,普通名詞,一般,*,*,*,,今夕,今夕,,今夕,,和,*,*,*,*,OGI_DATE
今夕七ツ時,,,,名詞,普通名詞,一般,*,*,*,,今夕七ツ時,今夕七ツ時,,今夕七ツ時,,和,*,*,*,*,OGI_DATE
今夜,,,,名詞,普通名詞,一般,*,*,*,,今夜,今夜,,今夜,,和,*,*,*,*,OGI_DATE
今宵,,,,名詞,普通名詞,一般,*,*,*,,今宵,今宵,,今宵,,和,*,*,*,*,OGI_DATE
今度,,,,名詞,普通名詞,一般,*,*,*,,今度,今度,,今度,,和,*,*,*,*,OGI_DATE
今廿五日,,,,名詞,普通名詞,一般,*,*,*,,今廿五日,今廿五日,,今廿五日,,和,*,*,*,*,OGI_DATE
今日,,,,名詞,普通名詞,一般,*,*,*,,今日,今日,,今日,,和,*,*,*,*,OGI_DATE
今明両日,,,,名詞,普通名詞,一般,*,*,*,,今明両日,今明両日,,今明両日,,和,*,*,*,*,OGI_DATE
今昼,,,,名詞,普通名詞,一般,*,*,*,,今昼,今昼,,今昼,,和,*,*,*,*,OGI_DATE
今晩,,,,名詞,普通名詞,一般,*,*,*,,今晩,今晩,,今晩,,和,*,*,*,*,OGI_DATE
今暁,,,,名詞,普通名詞,一般,*,*,*,,今暁,今暁,,今暁,,和,*,*,*,*,OGI_DATE
今月,,,,名詞,普通名詞,一般,*,*,*,,今月,今月,,今月,,和,*,*,*,*,OGI_DATE
今朝,,,,名詞,普通名詞,一般,*,*,*,,今朝,今朝,,今朝,,和,*,*,*,*,OGI_DATE
今般,,,,名詞,普通名詞,一般,*,*,*,,今般,今般,,今般,,和,*,*,*,*,OGI_DATE
元会,,,,名詞,普通名詞,一般,*,*,*,,元会,元会,,元会,,和,*,*,*,*,OGI_DATE
元文,,,,名詞,普通名詞,一般,*,*,*,,元文,元文,,元文,,和,*,*,*,*,OGI_DATE
元日,,,,名詞,普通名詞,一般,*,*,*,,元日,元日,,元日,,和,*,*,*,*,OGI_DATE
先年,,,,名詞,普通名詞,一般,*,*,*,,先年,先年,,先年,,和,*,*,*,*,OGI_DATE
先日,,,,名詞,普通名詞,一般,*,*,*,,先日,先日,,先日,,和,*,*,*,*,OGI_DATE
先月,,,,名詞,普通名詞,一般,*,*,*,,先月,先月,,先月,,和,*,*,*,*,OGI_DATE
先月十三日,,,,名詞,普通名詞,一般,*,*,*,,先月十三日,先月十三日,,先月十三日,,和,*,*,*,*,OGI_DATE
先月十二日,,,,名詞,普通名詞,一般,*,*,*,,先月十二日,先月十二日,,先月十二日,,和,*,*,*,*,OGI_DATE
先月十五日,,,,名詞,普通名詞,一般,*,*,*,,先月十五日,先月十五日,,先月十五日,,和,*,*,*,*,OGI_DATE
先月十六日,,,,名詞,普通名詞,一般,*,*,*,,先月十六日,先月十六日,,先月十六日,,和,*,*,*,*,OGI_DATE
先月十日,,,,名詞,普通名詞,一般,*,*,*,,先月十日,先月十日,,先月十日,,和,*,*,*,*,OGI_DATE
先月廿三日,,,,名詞,普通名詞,一般,*,*,*,,先月廿三日,先月廿三日,,先月廿三日,,和,*,*,*,*,OGI_DATE
先月廿九日夜,,,,名詞,普通名詞,一般,*,*,*,,先月廿九日夜,先月廿九日夜,,先月廿九日夜,,和,*,*,*,*,OGI_DATE
先月廿八日,,,,名詞,普通名詞,一般,*,*,*,,先月廿八日,先月廿八日,,先月廿八日,,和,*,*,*,*,OGI_DATE
先達て,,,,名詞,普通名詞,一般,*,*,*,,先達て,先達て,,先達て,,和,*,*,*,*,OGI_DATE
先頃,,,,名詞,普通名詞,一般,*,*,*,,先頃,先頃,,先頃,,和,*,*,*,*,OGI_DATE
八ツ時,,,,名詞,普通名詞,一般,*,*,*,,八ツ時,八ツ時,,八ツ時,,和,*,*,*,*,OGI_DATE
八日,,,,名詞,普通名詞,一般,*,*,*,,八日,八日,,八日,,和,*,*,*,*,OGI_DATE
八日九日十日,,,,名詞,普通名詞,一般,*,*,*,,八日九日十日,八日九日十日,,八日九日十日,,和,*,*,*,*,OGI_DATE
八時,,,,名詞,普通名詞,一般,*,*,*,,八時,八時,,八時,,和,*,*,*,*,OGI_DATE
八時過,,,,名詞,普通名詞,一般,*,*,*,,八時過,八時過,,八時過,,和,*,*,*,*,OGI_DATE
八月,,,,名詞,普通名詞,一般,*,*,*,,八月,八月,,八月,,和,*,*,*,*,OGI_DATE
六日,,,,名詞,普通名詞,一般,*,*,*,,六日,六日,,六日,,和,*,*,*,*,OGI_DATE
冬,,,,名詞,普通名詞,一般,*,*,*,,冬,冬,,冬,,和,*,*,*,*,OGI_DATE
則日,,,,名詞,普通名詞,一般,*,*,*,,則日,則日,,則日,,和,*,*,*,*,OGI_DATE
則晩,,,,名詞,普通名詞,一般,*,*,*,,則晩,則晩,,則晩,,和,*,*,*,*,OGI_DATE
十一月,,,,名詞,普通名詞,一般,*,*,*,,十一月,十一月,,十一月,,和,*,*,*,*,OGI_DATE
十七夜,,,,名詞,普通名詞,一般,*,*,*,,十七夜,十七夜,,十七夜,,和,*,*,*,*,OGI_DATE
十七日,,,,名詞,普通名詞,一般,*,*,*,,十七日,十七日,,十七日,,和,*,*,*,*,OGI_DATE
十三日,,,,名詞,普通名詞,一般,*,*,*,,十三日,十三日,,十三日,,和,*,*,*,*,OGI_DATE
十九日,,,,名詞,普通名詞,一般,*,*,*,,十九日,十九日,,十九日,,和,*,*,*,*,OGI_DATE
十二日,,,,名詞,普通名詞,一般,*,*,*,,十二日,十二日,,十二日,,和,*,*,*,*,OGI_DATE
十五日,,,,名詞,普通名詞,一般,*,*,*,,十五日,十五日,,十五日,,和,*,*,*,*,OGI_DATE
十八日,,,,名詞,普通名詞,一般,*,*,*,,十八日,十八日,,十八日,,和,*,*,*,*,OGI_DATE
十日,,,,名詞,普通名詞,一般,*,*,*,,十日,十日,,十日,,和,*,*,*,*,OGI_DATE
十月九日,,,,名詞,普通名詞,一般,*,*,*,,十月九日,十月九日,,十月九日,,和,*,*,*,*,OGI_DATE
卅日,,,,名詞,普通名詞,一般,*,*,*,,卅日,卅日,,卅日,,和,*,*,*,*,OGI_DATE
午年,,,,名詞,普通名詞,一般,*,*,*,,午年,午年,,午年,,和,*,*,*,*,OGI_DATE
半時,,,,名詞,普通名詞,一般,*,*,*,,半時,半時,,半時,,和,*,*,*,*,OGI_DATE
卯,,,,名詞,普通名詞,一般,*,*,*,,卯,卯,,卯,,和,*,*,*,*,OGI_DATE
卯月,,,,名詞,普通名詞,一般,*,*,*,,卯月,卯月,,卯月,,和,*,*,*,*,OGI_DATE
去,,,,名詞,普通名詞,一般,*,*,*,,去,去,,去,,和,*,*,*,*,OGI_DATE
去々年,,,,名詞,普通名詞,一般,*,*,*,,去々年,去々年,,去々年,,和,*,*,*,*,OGI_DATE
去ル,,,,名詞,普通名詞,一般,*,*,*,,去ル,去ル,,去ル,,和,*,*,*,*,OGI_DATE
去ル六日,,,,名詞,普通名詞,一般,*,*,*,,去ル六日,去ル六日,,去ル六日,,和,*,*,*,*,OGI_DATE
去七日,,,,名詞,普通名詞,一般,*,*,*,,去七日,去七日,,去七日,,和,*,*,*,*,OGI_DATE
去三日,,,,名詞,普通名詞,一般,*,*,*,,去三日,去三日,,去三日,,和,*,*,*,*,OGI_DATE
去八日,,,,名詞,普通名詞,一般,*,*,*,,去八日,去八日,,去八日,,和,*,*,*,*,OGI_DATE
去八月,,,,名詞,普通名詞,一般,*,*,*,,去八月,去八月,,去八月,,和,*,*,*,*,OGI_DATE
去冬,,,,名詞,普通名詞,一般,*,*,*,,去冬,去冬,,去冬,,和,*,*,*,*,OGI_DATE
去十九日,,,,名詞,普通名詞,一般,*,*,*,,去十九日,去十九日,,去十九日,,和,*,*,*,*,OGI_DATE
去十四日,,,,名詞,普通名詞,一般,*,*,*,,去十四日,去十四日,,去十四日,,和,*,*,*,*,OGI_DATE
去十日,,,,名詞,普通名詞,一般,*,*,*,,去十日,去十日,,去十日,,和,*,*,*,*,OGI_DATE
去年,,,,名詞,普通名詞,一般,*,*,*,,去年,去年,,去年,,和,*,*,*,*,OGI_DATE
去春,,,,名詞,普通名詞,一般,*,*,*,,去春,去春,,去春,,和,*,*,*,*,OGI_DATE
去暮,,,,名詞,普通名詞,一般,*,*,*,,去暮,去暮,,去暮,,和,*,*,*,*,OGI_DATE
去月,,,,名詞,普通名詞,一般,*,*,*,,去月,去月,,去月,,和,*,*,*,*,OGI_DATE
去月十八日,,,,名詞,普通名詞,一般,*,*,*,,去月十八日,去月十八日,,去月十八日,,和,*,*,*,*,OGI_DATE
去月廿三日,,,,名詞,普通名詞,一般,*,*,*,,去月廿三日,去月廿三日,,去月廿三日,,和,*,*,*,*,OGI_DATE
去月廿日,,,,名詞,普通名詞,一般,*,*,*,,去月廿日,去月廿日,,去月廿日,,和,*,*,*,*,OGI_DATE
去秋,,,,名詞,普通名詞,一般,*,*,*,,去秋,去秋,,去秋,,和,*,*,*,*,OGI_DATE
同九日,,,,名詞,普通名詞,一般,*,*,*,,同九日,同九日,,同九日,,和,*,*,*,*,OGI_DATE
同夜,,,,名詞,普通名詞,一般,*,*,*,,同夜,同夜,,同夜,,和,*,*,*,*,OGI_DATE
四時過,,,,名詞,普通名詞,一般,*,*,*,,四時過,四時過,,四時過,,和,*,*,*,*,OGI_DATE
四月十七日,,,,名詞,普通名詞,一般,*,*,*,,四月十七日,四月十七日,,四月十七日,,和,*,*,*,*,OGI_DATE
四月十三日,,,,名詞,普通名詞,一般,*,*,*,,四月十三日,四月十三日,,四月十三日,,和,*,*,*,*,OGI_DATE
四月十九日,,,,名詞,普通名詞,一般,*,*,*,,四月十九日,四月十九日,,四月十九日,,和,*,*,*,*,OGI_DATE
四月十五日,,,,名詞,普通名詞,一般,*,*,*,,四月十五日,四月十五日,,四月十五日,,和,*,*,*,*,OGI_DATE
四月廿一日,,,,名詞,普通名詞,一般,*,*,*,,四月廿一日,四月廿一日,,四月廿一日,,和,*,*,*,*,OGI_DATE
四月朔日,,,,名詞,普通名詞,一般,*,*,*,,四月朔日,四月朔日,,四月朔日,,和,*,*,*,*,OGI_DATE
夕八半時,,,,名詞,普通名詞,一般,*,*,*,,夕八半時,夕八半時,,夕八半時,,和,*,*,*,*,OGI_DATE
夕方,,,,名詞,普通名詞,一般,*,*,*,,夕方,夕方,,夕方,,和,*,*,*,*,OGI_DATE
大雪,,,,名詞,普通名詞,一般,*,*,*,,大雪,大雪,,大雪,,和,*,*,*,*,OGI_DATE
天福,,,,名詞,普通名詞,一般,*,*,*,,天福,天福,,天福,,和,*,*,*,*,OGI_DATE
子,,,,名詞,普通名詞,一般,*,*,*,,子,子,,子,,和,*,*,*,*,OGI_DATE
宝永2年,,,,名詞,普通名詞,一般,*,*,*,,宝永2年,宝永2年,,宝永2年,,和,*,*,*,*,OGI_DATE
年内,,,,名詞,普通名詞,一般,*,*,*,,年内,年内,,年内,,和,*,*,*,*,OGI_DATE
年始,,,,名詞,普通名詞,一般,*,*,*,,年始,年始,,年始,,和,*,*,*,*,OGI_DATE
年忘,,,,名詞,普通名詞,一般,*,*,*,,年忘,年忘,,年忘,,和,*,*,*,*,OGI_DATE
年頭,,,,名詞,普通名詞,一般,*,*,*,,年頭,年頭,,年頭,,和,*,*,*,*,OGI_DATE
廿一日,,,,名詞,普通名詞,一般,*,*,*,,廿一日,廿一日,,廿一日,,和,*,*,*,*,OGI_DATE
廿七日,,,,名詞,普通名詞,一般,*,*,*,,廿七日,廿七日,,廿七日,,和,*,*,*,*,OGI_DATE
廿三日,,,,名詞,普通名詞,一般,*,*,*,,廿三日,廿三日,,廿三日,,和,*,*,*,*,OGI_DATE
廿九日,,,,名詞,普通名詞,一般,*,*,*,,廿九日,廿九日,,廿九日,,和,*,*,*,*,OGI_DATE
廿二日,,,,名詞,普通名詞,一般,*,*,*,,廿二日,廿二日,,廿二日,,和,*,*,*,*,OGI_DATE
廿五日,,,,名詞,普通名詞,一般,*,*,*,,廿五日,廿五日,,廿五日,,和,*,*,*,*,OGI_DATE
廿八日,,,,名詞,普通名詞,一般,*,*,*,,廿八日,廿八日,,廿八日,,和,*,*,*,*,OGI_DATE
当九月,,,,名詞,普通名詞,一般,*,*,*,,当九月,当九月,,当九月,,和,*,*,*,*,OGI_DATE
当二月,,,,名詞,普通名詞,一般,*,*,*,,当二月,当二月,,当二月,,和,*,*,*,*,OGI_DATE
当夏,,,,名詞,普通名詞,一般,*,*,*,,当夏,当夏,,当夏,,和,*,*,*,*,OGI_DATE
当年,,,,名詞,普通名詞,一般,*,*,*,,当年,当年,,当年,,和,*,*,*,*,OGI_DATE
当日,,,,名詞,普通名詞,一般,*,*,*,,当日,当日,,当日,,和,*,*,*,*,OGI_DATE
当春,,,,名詞,普通名詞,一般,*,*,*,,当春,当春,,当春,,和,*,*,*,*,OGI_DATE
当暮,,,,名詞,普通名詞,一般,*,*,*,,当暮,当暮,,当暮,,和,*,*,*,*,OGI_DATE
当月,,,,名詞,普通名詞,一般,*,*,*,,当月,当月,,当月,,和,*,*,*,*,OGI_DATE
当秋,,,,名詞,普通名詞,一般,*,*,*,,当秋,当秋,,当秋,,和,*,*,*,*,OGI_DATE
御昼,,,,名詞,普通名詞,一般,*,*,*,,御昼,御昼,,御昼,,和,*,*,*,*,OGI_DATE
旧冬,,,,名詞,普通名詞,一般,*,*,*,,旧冬,旧冬,,旧冬,,和,*,*,*,*,OGI_DATE
旧臘,,,,名詞,普通名詞,一般,*,*,*,,旧臘,旧臘,,旧臘,,和,*,*,*,*,OGI_DATE
明七日,,,,名詞,普通名詞,一般,*,*,*,,明七日,明七日,,明七日,,和,*,*,*,*,OGI_DATE
明五日,,,,名詞,普通名詞,一般,*,*,*,,明五日,明五日,,明五日,,和,*,*,*,*,OGI_DATE
明八日,,,,名詞,普通名詞,一般,*,*,*,,明八日,明八日,,明八日,,和,*,*,*,*,OGI_DATE
明四日,,,,名詞,普通名詞,一般,*,*,*,,明四日,明四日,,明四日,,和,*,*,*,*,OGI_DATE
明年,,,,名詞,普通名詞,一般,*,*,*,,明年,明年,,明年,,和,*,*,*,*,OGI_DATE
明廿六日,,,,名詞,普通名詞,一般,*,*,*,,明廿六日,明廿六日,,明廿六日,,和,*,*,*,*,OGI_DATE
明廿四日,,,,名詞,普通名詞,一般,*,*,*,,明廿四日,明廿四日,,明廿四日,,和,*,*,*,*,OGI_DATE
明後十九日,,,,名詞,普通名詞,一般,*,*,*,,明後十九日,明後十九日,,明後十九日,,和,*,*,*,*,OGI_DATE
明日,,,,名詞,普通名詞,一般,*,*,*,,明日,明日,,明日,,和,*,*,*,*,OGI_DATE
明正月,,,,名詞,普通名詞,一般,*,*,*,,明正月,明正月,,明正月,,和,*,*,*,*,OGI_DATE
昨十七日,,,,名詞,普通名詞,一般,*,*,*,,昨十七日,昨十七日,,昨十七日,,和,*,*,*,*,OGI_DATE
昨夜,,,,名詞,普通名詞,一般,*,*,*,,昨夜,昨夜,,昨夜,,和,*,*,*,*,OGI_DATE
昨日,,,,名詞,普通名詞,一般,*,*,*,,昨日,昨日,,昨日,,和,*,*,*,*,OGI_DATE
晦日,,,,名詞,普通名詞,一般,*,*,*,,晦日,晦日,,晦日,,和,*,*,*,*,OGI_DATE
暑中,,,,名詞,普通名詞,一般,*,*,*,,暑中,暑中,,暑中,,和,*,*,*,*,OGI_DATE
暮,,,,名詞,普通名詞,一般,*,*,*,,暮,暮,,暮,,和,*,*,*,*,OGI_DATE
暮時,,,,名詞,普通名詞,一般,*,*,*,,暮時,暮時,,暮時,,和,*,*,*,*,OGI_DATE
朔日,,,,名詞,普通名詞,一般,*,*,*,,朔日,朔日,,朔日,,和,*,*,*,*,OGI_DATE
朝七ツ,,,,名詞,普通名詞,一般,*,*,*,,朝七ツ,朝七ツ,,朝七ツ,,和,*,*,*,*,OGI_DATE
来ル八日,,,,名詞,普通名詞,一般,*,*,*,,来ル八日,来ル八日,,来ル八日,,和,*,*,*,*,OGI_DATE
来二月,,,,名詞,普通名詞,一般,*,*,*,,来二月,来二月,,来二月,,和,*,*,*,*,OGI_DATE
来六月,,,,名詞,普通名詞,一般,*,*,*,,来六月,来六月,,来六月,,和,*,*,*,*,OGI_DATE
来十三日,,,,名詞,普通名詞,一般,*,*,*,,来十三日,来十三日,,来十三日,,和,*,*,*,*,OGI_DATE
来十五日,,,,名詞,普通名詞,一般,*,*,*,,来十五日,来十五日,,来十五日,,和,*,*,*,*,OGI_DATE
来年,,,,名詞,普通名詞,一般,*,*,*,,来年,来年,,来年,,和,*,*,*,*,OGI_DATE
来廿四日,,,,名詞,普通名詞,一般,*,*,*,,来廿四日,来廿四日,,来廿四日,,和,*,*,*,*,OGI_DATE
来春,,,,名詞,普通名詞,一般,*,*,*,,来春,来春,,来春,,和,*,*,*,*,OGI_DATE
正五九月,,,,名詞,普通名詞,一般,*,*,*,,正五九月,正五九月,,正五九月,,和,*,*,*,*,OGI_DATE
正徳,,,,名詞,普通名詞,一般,*,*,*,,正徳,正徳,,正徳,,和,*,*,*,*,OGI_DATE
正月,,,,名詞,普通名詞,一般,*,*,*,,正月,正月,,正月,,和,*,*,*,*,OGI_DATE
此節,,,,名詞,普通名詞,一般,*,*,*,,此節,此節,,此節,,和,*,*,*,*,OGI_DATE
此間,,,,名詞,普通名詞,一般,*,*,*,,此間,此間,,此間,,和,*,*,*,*,OGI_DATE
歳ノ夜,,,,名詞,普通名詞,一般,*,*,*,,歳ノ夜,歳ノ夜,,歳ノ夜,,和,*,*,*,*,OGI_DATE
歳夜,,,,名詞,普通名詞,一般,*,*,*,,歳夜,歳夜,,歳夜,,和,*,*,*,*,OGI_DATE
歳暮,,,,名詞,普通名詞,一般,*,*,*,,歳暮,歳暮,,歳暮,,和,*,*,*,*,OGI_DATE
毎年,,,,名詞,普通名詞,一般,*,*,*,,毎年,毎年,,毎年,,和,*,*,*,*,OGI_DATE
毎月,,,,名詞,普通名詞,一般,*,*,*,,毎月,毎月,,毎月,,和,*,*,*,*,OGI_DATE
端午,,,,名詞,普通名詞,一般,*,*,*,,端午,端午,,端午,,和,*,*,*,*,OGI_DATE
翌七日,,,,名詞,普通名詞,一般,*,*,*,,翌七日,翌七日,,翌七日,,和,*,*,*,*,OGI_DATE
翌四日,,,,名詞,普通名詞,一般,*,*,*,,翌四日,翌四日,,翌四日,,和,*,*,*,*,OGI_DATE
興国,,,,名詞,普通名詞,一般,*,*,*,,興国,興国,,興国,,和,*,*,*,*,OGI_DATE
辰上刻,,,,名詞,普通名詞,一般,*,*,*,,辰上刻,辰上刻,,辰上刻,,和,*,*,*,*,OGI_DATE
近く,,,,名詞,普通名詞,一般,*,*,*,,近く,近く,,近く,,和,*,*,*,*,OGI_DATE
近日,,,,名詞,普通名詞,一般,*,*,*,,近日,近日,,近日,,和,*,*,*,*,OGI_DATE
開明,,,,名詞,普通名詞,一般,*,*,*,,開明,開明,,開明,,和,*,*,*,*,OGI_DATE
閏,,,,名詞,普通名詞,一般,*,*,*,,閏,閏,,閏,,和,*,*,*,*,OGI_DATE
霜月,,,,名詞,普通名詞,一般,*,*,*,,霜月,霜月,,霜月,,和,*,*,*,*,OGI_DATE
頃日,,,,名詞,普通名詞,一般,*,*,*,,頃日,頃日,,頃日,,和,*,*,*,*,OGI_DATE
